brand,model,variant,locality,rto,fuel_type,transmission,seller_type,color,vehicle_age,odometer_reading,km_per_year,owner_count,certified,pincode,selling_price,split
ford,ecosport,ambiente,hebbal,ka-05,diesel,manual,dealer,white,11.0,131793.0,11981.2,1,1.0,560064.0,391024.0,train
maruti suzuki,sx4,zdi,doddabidarakallu,ka-02,diesel,manual,dealer,beige,14.0,205850.0,14703.6,2,1.0,560066.0,200000.0,train
mahindra,xuv500,w8 at,electronic city,ka-04,diesel,automatic,dealer,orange,10.0,141881.0,14188.1,2,1.0,560066.0,700000.0,train
mahindra,bolero neo,n 4,yelahanka,ka-43,diesel,manual,dealer,white,1.0,11635.0,11635.0,1,1.0,560009.0,1000000.0,train
hyundai,grand i10,asta,near mother land school near mother land school,ka-20,diesel,manual,dealer,white,12.0,84681.0,7056.8,4,1.0,560064.0,248000.0,train
hyundai,creta,sx plus at,unknown,ka-03,petrol,automatic,dealer,unknown,9.0,127777.0,14197.4,1,,,601000.0,train
hyundai,eon,magna +,hebbal,ka-03,petrol,manual,dealer,unknown,14.0,84500.0,6035.7,1,0.0,562157.0,224000.0,train
maruti suzuki,ciaz,vxi,yeshwanthpur,ka-04,petrol,manual,dealer,brown,10.0,74247.0,7424.7,1,0.0,560022.0,570000.0,train
hyundai,venue,s (o) dct,hebbal,ka-53,petrol,automatic,dealer,black,2.0,21289.0,10644.5,1,1.0,560023.0,999000.0,train
renault,triber,rxz easy-r amt,unknown,ka-03,petrol,automatic,dealer,unknown,4.0,46000.0,11500.0,1,1.0,,626000.0,train
maruti suzuki,baleno,rs,hebbal,ka-05,petrol,manual,dealer,grey,8.0,60207.0,7525.9,1,1.0,560064.0,522500.0,train
bmw,x1,sdrive20d,unknown,mh-01,diesel,automatic,unknown,unknown,15.0,113389.0,7559.3,1,,,298000.0,train
tata,safari,xma sunroof,whitefield,ka-53,diesel,automatic,dealer,unknown,4.0,30955.0,7738.8,1,1.0,560066.0,1401400.0,train
hyundai,grand i10,sportz kappa,whitefield,ka-30,petrol,manual,dealer,red,11.0,96981.0,8816.5,2,1.0,560066.0,303000.0,train
renault,kwid,rxt amt (o,hebbal,ka-41,petrol,automatic,dealer,white,5.0,29995.0,5999.0,1,1.0,560023.0,383140.0,train
mahindra,nuvosport,n8,hebbal,ka-16,diesel,manual,dealer,unknown,10.0,100561.0,10056.1,3,1.0,560064.0,387100.0,train
tata,bolt,xt revotron,hebbal,ka-05,petrol,manual,dealer,unknown,11.0,85243.0,7749.4,1,1.0,560023.0,253243.0,train
volkswagen,polo,comfortline,mysore road,ka-03,petrol,manual,dealer,grey,12.0,31500.0,2625.0,3,0.0,560039.0,370000.0,train
hyundai,venue,sx imt,hebbal,ka-50,petrol,manual,dealer,silver,4.0,35239.0,8809.8,1,1.0,560023.0,760000.0,train
hyundai,grand i10 nios,asta,koramangala,ka-05,petrol,manual,dealer,white,2.0,8932.0,4466.0,1,1.0,560034.0,725000.0,train
toyota,hyryder,v,hebbal,ka-42,hybrid,automatic,dealer,red,2.0,28000.0,14000.0,2,0.0,560103.0,1733000.0,train
renault,duster,85 ps rxl,unknown,ka-09,diesel,manual,dealer,unknown,11.0,125755.0,11432.3,1,1.0,,333700.0,train
hyundai,i20,asta (o,nagondanahalli opp to willow sports cricket academy,ka-51,petrol,manual,dealer,unknown,8.0,75001.0,9375.1,1,1.0,,580000.0,train
honda,jazz,v at,gandi nagar,ka-25,petrol,automatic,dealer,unknown,10.0,80490.0,8049.0,2,1.0,,458000.0,train
mahindra,xuv700,ax5 at 7 str,unknown,ka-05,diesel,automatic,dealer,unknown,1.0,18000.0,18000.0,1,1.0,,2044000.0,train
volkswagen,virtus,gt plus evo dsg,hebbal,ka-09,petrol,automatic,dealer,unknown,4.0,41500.0,10375.0,1,1.0,560103.0,1476000.0,train
honda,jazz,s,whitefield,ka-21,diesel,manual,dealer,red,11.0,138105.0,12555.0,2,1.0,560066.0,359000.0,train
tata,zest,xt,nexus shanti niketan mall,ka-41,petrol,manual,dealer,blue,12.0,86500.0,7208.3,2,0.0,560066.0,314000.0,train
hyundai,eon,magna +,hebbal,ka-03,petrol,manual,dealer,silver,11.0,73475.0,6679.5,2,1.0,560023.0,205000.0,train
hyundai,i10,sportz,unknown,ka-05,petrol,manual,dealer,unknown,15.0,30248.0,2016.5,1,,,273000.0,train
maruti suzuki,sx4,zdi,unknown,ka-50,diesel,manual,dealer,blue,15.0,135000.0,9000.0,4,1.0,,220000.0,train
renault,duster,85 ps rxl 4x2 mt adventure edition,hebbal,ka-06,diesel,manual,dealer,grey,10.0,94361.0,9436.1,3,1.0,560064.0,432245.0,train
hyundai,grand i10,sportz kappa,kumaraswamy layout,ka-50,petrol,manual,dealer,red,11.0,51565.0,4687.7,1,1.0,,385000.0,train
toyota,corolla altis,g,unknown,ka-03,petrol,manual,dealer,unknown,15.0,142833.0,9522.2,1,,,339000.0,train
hyundai,venue,s (o) dct,hebbal,ka-53,petrol,automatic,dealer,black,2.0,21289.0,10644.5,1,1.0,560064.0,940900.0,train
maruti suzuki,alto k10,vxi,unknown,ka-51,petrol,manual,dealer,unknown,10.0,43017.0,4301.7,2,1.0,,280000.0,train
maruti suzuki,ertiga,zxi+,unknown,ka-04,petrol,manual,dealer,unknown,8.0,48250.0,6031.2,1,,,738000.0,train
tata,nexon,xz plus,nexus shanti niketan mall,ka-51,petrol,manual,dealer,green,3.0,17000.0,5666.7,1,1.0,560066.0,918000.0,train
hyundai,i20 active,sx,gandhi nagar,ka-05,petrol,manual,dealer,unknown,10.0,73127.0,7312.7,2,1.0,560009.0,420270.0,train
hyundai,venue,sx plus dct,unknown,ka-53,petrol,automatic,dealer,unknown,7.0,24555.0,3507.9,1,,,850000.0,train
kia,carens,luxury plus at 6 str,hebbal,ka-06,diesel,automatic,dealer,silver,4.0,75000.0,18750.0,1,1.0,562157.0,1375000.0,train
renault,pulse,rxz,whitefield,ka-06,diesel,manual,dealer,unknown,10.0,120232.0,12023.2,1,1.0,560066.0,288700.0,train
kia,seltos,gtx plus dct,unknown,ka-02,petrol,automatic,dealer,unknown,4.0,8435.0,2108.8,1,,,1475000.0,train
tata,tiago,xt,whitefield,ka-02,petrol,manual,dealer,red,7.0,39736.0,5676.6,2,1.0,560066.0,329400.0,train
kia,seltos,gtx plus,phase power products 15th cross gkw layout doddanna industrial area rural,ka-04,petrol,manual,dealer,white,6.0,115275.0,19212.5,1,1.0,560066.0,1100000.0,train
maruti suzuki,dzire,vxi,whitefield,ka-53,petrol,manual,dealer,silver,13.0,84654.0,6511.8,1,1.0,560066.0,319700.0,train
renault,kiger,rxz mt,yeshwanthpur,ka-05,petrol,manual,dealer,brown,4.0,20291.0,5072.8,2,1.0,560022.0,521700.0,train
hyundai,grand i10,asta (o) kappa,gandhi nagar,ka-01,petrol,manual,dealer,grey,11.0,70413.0,6401.2,2,1.0,560009.0,352899.0,train
maruti suzuki,wagon r,vxi amt,gandhi nagar,ka-50,petrol,automatic,dealer,red,8.0,83597.0,10449.6,2,1.0,560009.0,317831.0,train
maruti suzuki,vitara brezza,zdi,gandhi nagar,ka-03,diesel,manual,dealer,red,8.0,93901.0,11737.6,2,1.0,560009.0,608800.0,train
maruti suzuki,alto k10,vxi,nexus shanti niketan mall,ka-68,petrol,manual,dealer,grey,7.0,45500.0,6500.0,1,1.0,560066.0,347000.0,train
audi,a4,unknown,unknown,ka-51,diesel,automatic,unknown,unknown,15.0,101461.0,6764.1,1,,,694000.0,train
hyundai,grand i10,asta at kappa,hebbal,ka-01,petrol,automatic,dealer,red,10.0,79587.0,7958.7,2,1.0,560023.0,337800.0,train
mg,hector,sharp,yeshwanthpur,ka-02,petrol,manual,dealer,unknown,6.0,23895.0,3982.5,1,1.0,560022.0,1069998.0,train
maruti suzuki,dzire,vxi,yeshwanthpur,ka-51,petrol,manual,dealer,beige,12.0,96506.0,8042.2,2,1.0,560022.0,286900.0,train
renault,kwid,rxt,hebbal,ka-05,petrol,manual,dealer,red,9.0,53083.0,5898.1,1,1.0,560064.0,284810.0,train
tata,harrier,xma kryotec,unknown,ka-41,diesel,automatic,unknown,unknown,5.0,97181.0,19436.2,1,,,1050000.0,train
hyundai,verna,sx (o) ivt,hebbal,ka-41,petrol,automatic,dealer,unknown,2.0,9500.0,4750.0,1,1.0,560103.0,1501000.0,train
hyundai,verna,sx (o) mt,unknown,ka-05,petrol,manual,dealer,unknown,2.0,20500.0,10250.0,1,1.0,,1463000.0,train
tata,nexon,xza plus (premium) kaziranga,whitefield,ka-53,petrol,automatic,dealer,yellow,4.0,29118.0,7279.5,1,1.0,560066.0,900900.0,train
honda,brio,s(o) mt,unknown,ka-03,petrol,manual,unknown,unknown,14.0,52786.0,3770.4,1,,,250000.0,train
ford,ecosport,titanium + tdci,mysore road,ka-05,diesel,manual,dealer,unknown,8.0,104500.0,13062.5,1,0.0,560039.0,700000.0,train
ford,new figo,titanium at,hebbal,ka-20,petrol,automatic,dealer,unknown,10.0,63598.0,6359.8,2,1.0,560064.0,334996.0,train
chevrolet,beat,lt,unknown,ka-22,diesel,manual,dealer,unknown,15.0,9786.0,652.4,1,,,138000.0,train
skoda,fabia,active plus cr,unknown,ka-03,diesel,manual,dealer,unknown,15.0,131895.0,8793.0,1,,,200000.0,train
maruti suzuki,alto k10,vxi (o) amt,hebbal,ka-20,petrol,automatic,dealer,grey,8.0,47738.0,5967.2,2,1.0,560023.0,272100.0,train
skoda,rapid,ambition mt,k channasandra,ka-05,petrol,manual,dealer,grey,10.0,76645.0,7664.5,2,1.0,560066.0,506000.0,train
maruti suzuki,celerio,vxi amt,hebbal,ka-01,petrol,automatic,dealer,unknown,11.0,48471.0,4406.5,2,1.0,560064.0,293722.0,train
maruti suzuki,swift,vdi,unknown,ka-01,diesel,manual,dealer,unknown,15.0,255000.0,17000.0,1,,,260000.0,train
hyundai,grand i10,asta at kappa (o,hebbal,ka-03,petrol,automatic,dealer,unknown,10.0,21500.0,2150.0,1,1.0,562157.0,518000.0,train
hyundai,i20,asta (o) cvt,mailasandra,ka-05,petrol,automatic,dealer,white,7.0,24350.0,3478.6,2,1.0,,650000.0,train
honda,city,zx,kodihalli,ka-03,petrol,manual,dealer,white,2.0,399.0,199.5,1,1.0,560066.0,1525000.0,train
maruti suzuki,celerio,vxi amt,hebbal,ka-05,petrol,automatic,dealer,unknown,12.0,92953.0,7746.1,1,1.0,560064.0,232809.0,train
skoda,fabia,elegance,hebbal,ka-01,petrol,manual,dealer,silver,13.0,119535.0,9195.0,1,1.0,560064.0,229000.0,train
hyundai,new santro,sportz mt,unknown,ka-03,petrol,manual,unknown,unknown,8.0,108736.0,13592.0,1,,,398000.0,train
mg,hector,super,unknown,ka-02,petrol,manual,unknown,unknown,7.0,48130.0,6875.7,1,,,950000.0,train
kia,sonet,htx imt,hebbal,ka-05,petrol,manual,dealer,unknown,4.0,33281.0,8320.2,1,1.0,560064.0,784000.0,train
volkswagen,vento,highline at,whitefield,ka-09,petrol,automatic,dealer,blue,11.0,97759.0,8887.2,1,1.0,560066.0,384513.0,train
jeep,compass,longitude (o,unknown,ka-03,diesel,manual,dealer,unknown,9.0,73523.0,8169.2,1,1.0,,837894.0,train
renault,kwid,rxt,jp nagar,ka-05,petrol,manual,dealer,white,3.0,17134.0,5711.3,1,1.0,560078.0,466000.0,train
mahindra,scorpio n,z8 l mt 2wd 7 str,hebbal,ka-01,diesel,manual,dealer,green,3.0,16500.0,5500.0,2,0.0,562157.0,1666000.0,train
hyundai,xcent,s (o,whitefield,ka-03,petrol,manual,dealer,unknown,12.0,52138.0,4344.8,1,1.0,560066.0,322982.0,train
hyundai,verna,sx o,hebbal,ka-04,petrol,manual,dealer,grey,9.0,67221.0,7469.0,1,1.0,560064.0,690000.0,train
ford,ecosport,trend ti-vct,bannerghatta,ka-01,petrol,manual,dealer,white,6.0,81000.0,13500.0,1,1.0,560076.0,627000.0,train
jeep,compass,longitude (o,unknown,ka-53,diesel,manual,dealer,unknown,8.0,76410.0,9551.2,1,,,842000.0,train
renault,kwid,rxt (o,gandhi nagar,ka-03,petrol,manual,dealer,unknown,5.0,45641.0,9128.2,1,1.0,560009.0,334500.0,train
jeep,compass,limited (o,hebbal,ka-51,diesel,manual,dealer,unknown,7.0,101511.0,14501.6,1,1.0,560064.0,849000.0,train
maruti suzuki,wagon r,vxi,malleshwaram,ka-05,petrol,manual,dealer,unknown,14.0,78500.0,5607.1,1,0.0,560003.0,275000.0,train
renault,duster,85 ps rxl,koramangala,ka-03,diesel,manual,dealer,silver,11.0,73904.0,6718.5,2,1.0,560034.0,360500.0,train
tata,nexon,xz plus,gandhi nagar,ka-53,petrol,manual,dealer,green,4.0,29637.0,7409.2,1,1.0,560009.0,733900.0,train
honda,crv,awd at,yeshwanthpur,ka-25,petrol,automatic,dealer,unknown,13.0,87946.0,6765.1,1,1.0,560022.0,541400.0,train
maruti suzuki,swift,zxi,gandhi nagar,ka-21,petrol,manual,dealer,silver,7.0,78723.0,11246.1,2,1.0,560009.0,483900.0,train
honda,city,v at,nexus shanti niketan mall,ka-03,petrol,automatic,dealer,red,13.0,36500.0,2807.7,2,0.0,560066.0,423000.0,train
maruti suzuki,swift,vxi amt,hebbal,ka-02,petrol,automatic,dealer,unknown,5.0,30364.0,6072.8,1,1.0,560064.0,576000.0,train
maruti suzuki,ciaz,alpha at shvs,hebbal,ka-03,petrol,automatic,dealer,unknown,7.0,60463.0,8637.6,1,1.0,560023.0,580800.0,train
ford,freestyle,trend plus,koramangala,ka-03,petrol,manual,dealer,unknown,8.0,46806.0,5850.8,1,1.0,560034.0,390000.0,train
hyundai,venue,sx imt,unknown,ka-51,petrol,manual,unknown,unknown,5.0,51739.0,10347.8,1,,,714000.0,train
nissan,magnite,xv premium,hebbal,ka-01,petrol,manual,dealer,black,3.0,10811.0,3603.7,2,1.0,560023.0,660000.0,train
kia,carens clavis,htk plus mt,kamala nagar,ka-02,petrol,manual,dealer,white,1.0,5583.0,5583.0,1,1.0,,1879000.0,train
honda,city,vx,nexus shanti niketan mall,ka-53,petrol,manual,dealer,unknown,12.0,96500.0,8041.7,3,0.0,560066.0,410000.0,train
honda,amaze,vx,behind manyata tech park,ka-04,petrol,manual,dealer,white,13.0,93498.0,7192.2,1,1.0,560066.0,390000.0,train
renault,duster,85 ps rxl,koramangala,ka-03,diesel,manual,dealer,silver,11.0,73904.0,6718.5,2,1.0,560034.0,343300.0,train
hyundai,i20,sportz,vajarahalli,ka-14,petrol,manual,dealer,silver,10.0,180656.0,18065.6,2,1.0,560066.0,460000.0,train
renault,kwid,rxt (o,whitefield,ka-02,petrol,manual,dealer,white,7.0,67065.0,9580.7,2,1.0,560066.0,265000.0,train
hyundai,grand i10 nios,sportz kappa,yeshwanthpur,kl-70,petrol,manual,dealer,blue,5.0,51335.0,10267.0,1,1.0,,550000.0,train
tata,tiago,xt,hebbal,ka-01,petrol,manual,dealer,red,8.0,45406.0,5675.8,1,1.0,560023.0,359570.0,train
maruti suzuki,baleno,delta,gandhi nagar,ka-03,petrol,manual,dealer,unknown,10.0,41146.0,4114.6,1,1.0,560009.0,460000.0,train
tata,punch,creative,nexus shanti niketan mall,ka-03,petrol,manual,dealer,white,4.0,16000.0,4000.0,1,1.0,560066.0,692000.0,train
volkswagen,vento,comfortline,nagondanahalli,kl-04,diesel,manual,dealer,white,13.0,68589.0,5276.1,2,1.0,560066.0,299000.0,train
volkswagen,polo,comfortline,jayanagar,ka-22,diesel,manual,dealer,grey,13.0,95616.0,7355.1,2,1.0,560040.0,251000.0,train
ford,freestyle,flair edition,whitefield,ka-47,diesel,manual,dealer,unknown,5.0,54542.0,10908.4,1,1.0,560066.0,640000.0,train
hyundai,i20,asta ivt,bannerghatta,ka-41,petrol,automatic,dealer,grey,5.0,27000.0,5400.0,1,1.0,560076.0,727000.0,train
maruti suzuki,alto k10,lxi,unknown,ka-51,petrol,manual,unknown,unknown,11.0,66666.0,6060.5,1,,,190000.0,train
maruti suzuki,a-star,vxi at,malleshwaram,ka-05,petrol,automatic,dealer,unknown,13.0,109500.0,8423.1,1,0.0,560003.0,230000.0,train
hyundai,grand i10,sportz kappa,hebbal,ka-02,petrol,manual,dealer,unknown,10.0,83953.0,8395.3,1,1.0,560023.0,369000.0,train
tata,safari,xza plus,gandhi nagar,ka-19,diesel,automatic,dealer,black,4.0,93967.0,23491.8,1,1.0,560009.0,1260156.0,train
skoda,octavia,style plus at,nexus shanti niketan mall,ka-01,petrol,automatic,dealer,unknown,10.0,88000.0,8800.0,1,1.0,560066.0,978000.0,train
kia,seltos,htx,rk hegde nagar,ka-02,petrol,manual,dealer,unknown,5.0,21482.0,4296.4,2,1.0,,1090000.0,train
maruti suzuki,swift,vxi amt,unknown,ka-04,petrol,automatic,unknown,unknown,5.0,112671.0,22534.2,1,,,514066.0,train
datsun,redi-go,t (o,bannerghatta,ka-03,petrol,manual,dealer,grey,10.0,37000.0,3700.0,2,0.0,560076.0,222000.0,train
hyundai,grand i10,sportz kappa,hebbal,ka-41,petrol,manual,dealer,silver,10.0,85880.0,8588.0,2,1.0,560023.0,303800.0,train
hyundai,grand i10,sportz kappa,malleshwaram,ka-53,petrol,manual,dealer,red,8.0,72000.0,9000.0,1,0.0,560003.0,438000.0,train
maruti suzuki,celerio,vxi amt (o,whitefield,ka-01,petrol,automatic,dealer,unknown,9.0,27987.0,3109.7,2,1.0,560066.0,380300.0,train
tata,harrier,xt plus kryotec,jp nagar,ka-19,diesel,manual,dealer,grey,5.0,49064.0,9812.8,2,1.0,560078.0,1464000.0,train
mahindra,xuv300,w8 (o) amt,gandhi nagar,ka-50,petrol,automatic,dealer,unknown,4.0,12444.0,3111.0,2,1.0,560009.0,775430.0,train
volkswagen,polo,highline1.5l,whitefield,ka-03,diesel,manual,dealer,blue,11.0,101478.0,9225.3,2,1.0,560066.0,389000.0,train
maruti suzuki,eeco,5 str ac,malleshwaram,ka-02,petrol,manual,dealer,silver,3.0,23000.0,7666.7,1,1.0,560003.0,531000.0,train
skoda,kushaq,ambition at,hebbal,ka-52,petrol,automatic,dealer,white,2.0,32000.0,16000.0,1,1.0,562157.0,1269000.0,train
maruti suzuki,maruti 800,std,yeshwanthpur,ka-02,petrol,manual,dealer,silver,21.0,80857.0,3850.3,2,0.0,560022.0,95000.0,train
renault,kwid,rxt amt,whitefield,ka-19,petrol,automatic,dealer,green,3.0,10925.0,3641.7,1,1.0,560066.0,455900.0,train
nissan,micra,xv cvt,whitefield,ka-51,petrol,automatic,dealer,red,12.0,90333.0,7527.8,1,1.0,560066.0,250800.0,train
volkswagen,vento,comfortline at,unknown,ka-03,petrol,automatic,dealer,unknown,10.0,86000.0,8600.0,1,1.0,,561000.0,train
nissan,magnite,xv premium (o) cvt,hebbal,ka-04,petrol,automatic,dealer,unknown,4.0,91247.0,22811.8,1,1.0,560064.0,644251.0,train
mahindra,bolero neo,n 10,jp nagar,ka-05,diesel,manual,dealer,grey,5.0,47380.0,9476.0,1,1.0,560078.0,850000.0,train
tata,zest,xms,nexus shanti niketan mall,ka-03,petrol,manual,dealer,grey,11.0,45000.0,4090.9,1,1.0,560066.0,363000.0,train
hyundai,i20,asta,unknown,unknown,petrol,manual,unknown,unknown,8.0,40500.0,5062.5,1,,,612000.0,train
hyundai,i20,asta at,unknown,ka-05,petrol,automatic,dealer,unknown,15.0,120420.0,8028.0,1,,,194000.0,train
honda,jazz,v at,hebbal,ka-03,petrol,automatic,dealer,brown,9.0,98571.0,10952.3,1,1.0,560064.0,448000.0,train
ford,figo aspire,titanium ti-vct at,bannerghatta,ka-04,petrol,automatic,dealer,unknown,11.0,110000.0,10000.0,1,0.0,560076.0,300000.0,train
mahindra,xuv700,ax5 at 5 str,hebbal,ka-03,diesel,automatic,dealer,blue,2.0,27500.0,13750.0,1,1.0,562157.0,1969000.0,train
renault,kwid,rxt,hebbal,ka-01,petrol,manual,dealer,red,8.0,72750.0,9093.8,2,1.0,560064.0,242200.0,train
ford,ecosport,trend tdci,mysore road,ka-02,diesel,manual,dealer,white,11.0,145500.0,13227.3,2,0.0,560039.0,440000.0,train
maruti suzuki,ciaz,alpha shvs,whitefield,ka-05,petrol,manual,dealer,blue,8.0,62338.0,7792.2,2,1.0,560066.0,583200.0,train
hyundai,verna,fluidic sx,kr puram,ka-01,diesel,manual,dealer,silver,14.0,171742.0,12267.3,4,1.0,560036.0,235000.0,train
maruti suzuki,brezza,zdi,hosur road,ka-02,diesel,manual,dealer,white,8.0,129386.0,16173.2,1,0.0,560099.0,750000.0,train
hyundai,i20,sportz,whitefield,ka-02,petrol,manual,dealer,white,8.0,33570.0,4196.2,3,1.0,560066.0,450000.0,train
tata,nexon,xza plus sunroof,whitefield,ka-02,petrol,automatic,dealer,unknown,5.0,69092.0,13818.4,1,1.0,560066.0,740600.0,train
volkswagen,vento,highline,mysore road,ka-51,diesel,manual,dealer,silver,12.0,94000.0,7833.3,2,0.0,560039.0,369000.0,train
hyundai,creta,e plus,dooravani nagar,ka-53,petrol,manual,dealer,brown,10.0,56504.0,5650.4,1,1.0,,750000.0,train
hyundai,exter,sx(o) connect amt,unknown,ka-19,petrol,automatic,unknown,unknown,3.0,52517.0,17505.7,1,,,769000.0,train
mahindra,scorpio-n,z4 at 7 str,electronic city,ka-51,petrol,automatic,dealer,black,4.0,18000.0,4500.0,2,1.0,560100.0,1386000.0,train
honda,brio,s mt,yeshwanthpur,ka-02,petrol,manual,dealer,unknown,12.0,48485.0,4040.4,1,1.0,560022.0,290000.0,train
maruti suzuki,eeco,7 str std(o,hebbal,ka-02,petrol,manual,dealer,white,5.0,64778.0,12955.6,2,1.0,560064.0,432900.0,train
renault,triber,rxz easy-r amt,unknown,ka-02,petrol,automatic,dealer,unknown,1.0,22000.0,22000.0,1,1.0,,722000.0,train
tata,nano,twist xta,gandhi nagar,ka-04,petrol,automatic,dealer,purple,10.0,17575.0,1757.5,3,1.0,560009.0,179091.0,train
skoda,superb,elegance at,hebbal,ka-01,petrol,automatic,dealer,red,14.0,75502.0,5393.0,2,1.0,560064.0,560900.0,train
kia,carens,luxury plus at 6 str,re near indira clinic,ka-04,diesel,automatic,dealer,unknown,4.0,23052.0,5763.0,1,1.0,,1750000.0,train
renault,kwid,rxt,whitefield,ka-19,petrol,manual,dealer,grey,9.0,53354.0,5928.2,1,1.0,560066.0,229443.0,train
maruti suzuki,alto k10,vxi,whitefield,ka-19,petrol,manual,dealer,unknown,13.0,61698.0,4746.0,1,1.0,560066.0,203996.0,train
ford,figo,duratec titanium,unknown,ka-19,petrol,manual,dealer,unknown,11.0,45500.0,4136.4,1,,,307000.0,train
hyundai,creta,sx plus at,nexus shanti niketan mall,ka-03,petrol,automatic,dealer,unknown,10.0,44000.0,4400.0,1,0.0,560066.0,766000.0,train
hyundai,grand i10,sportz kappa,unknown,ka-04,petrol,manual,dealer,unknown,11.0,24887.0,2262.5,1,,,350000.0,train
hyundai,venue,sx imt,whitefield,ka-51,petrol,manual,dealer,blue,5.0,51739.0,10347.8,1,1.0,560066.0,623305.0,train
maruti suzuki,celerio,zxi amt,hebbal,ka-04,petrol,automatic,dealer,grey,4.0,36500.0,9125.0,1,1.0,562157.0,519000.0,train
maruti suzuki,alto k10,vxi (o) amt,bannerghatta,ka-05,petrol,automatic,dealer,grey,8.0,46500.0,5812.5,2,0.0,560076.0,328000.0,train
hyundai,i10,sportz at kappa2,unknown,unknown,petrol,automatic,unknown,unknown,13.0,44500.0,3423.1,1,,,352000.0,train
audi,a4,technology 40 tfsi,whitefield,ka-03,petrol,automatic,dealer,white,4.0,45500.0,11375.0,1,0.0,560066.0,3050000.0,train
hyundai,eon,sportz,malleshwaram,ka-03,petrol,manual,dealer,unknown,13.0,73000.0,5615.4,1,0.0,560003.0,204000.0,train
hyundai,alcazar,platinum 7 str,unknown,unknown,diesel,manual,unknown,unknown,4.0,34500.0,8625.0,1,,,1540000.0,train
kia,seltos,gtx plus dct,hebbal,ka-04,petrol,automatic,dealer,black,7.0,71203.0,10171.9,1,1.0,560064.0,911800.0,train
tata,altroz,xt,whitefield,ka-35,petrol,manual,dealer,red,4.0,38500.0,9625.0,1,1.0,560066.0,637000.0,train
maruti suzuki,fronx,delta plus mt,bannerghatta,ka-05,petrol,manual,dealer,blue,2.0,30500.0,15250.0,1,1.0,560076.0,815000.0,train
tata,nexon,xza plus,nexus shanti niketan mall,ka-53,petrol,automatic,dealer,white,4.0,29000.0,7250.0,1,1.0,560066.0,897000.0,train
maruti suzuki,alto k10,vxi,whitefield,ka-05,petrol,manual,dealer,orange,8.0,31197.0,3899.6,1,1.0,560066.0,277718.0,train
renault,kwid,rxl,unknown,ka-09,petrol,manual,unknown,unknown,8.0,74196.0,9274.5,1,,,278000.0,train
renault,duster,rxl 85ps explore,anam enclave anam enclave,ka-01,diesel,manual,dealer,unknown,10.0,86619.0,8661.9,1,1.0,,535000.0,train
maruti suzuki,fronx,zeta mt,hebbal,ka-38,petrol,manual,dealer,white,3.0,41988.0,13996.0,1,1.0,560064.0,726300.0,train
maruti suzuki,dzire,zdi,unknown,ka-17,diesel,manual,dealer,unknown,12.0,134975.0,11247.9,1,,,450000.0,train
hyundai,santro xing,xl,unknown,ka-05,petrol,manual,unknown,unknown,20.0,129547.0,6477.4,1,,,77777.0,train
renault,kwid,rxt,hebbal,ka-03,petrol,manual,dealer,unknown,10.0,99996.0,9999.6,1,1.0,560023.0,273326.0,train
hyundai,i10,magna kappa2,bannerghatta,ka-05,petrol,manual,dealer,grey,14.0,65000.0,4642.9,1,0.0,560076.0,268000.0,train
hyundai,creta,sx (o) dct,unknown,ka-03,petrol,automatic,unknown,unknown,6.0,78835.0,13139.2,1,,,1246000.0,train
mahindra,xuv300,w8 (o,koramangala,ka-04,diesel,manual,dealer,silver,7.0,74003.0,10571.9,2,1.0,560034.0,690600.0,train
mahindra,xuv300,w8 (o) amt,hebbal,ka-50,petrol,automatic,dealer,unknown,3.0,12571.0,4190.3,2,1.0,560064.0,905000.0,train
